,School Name,SA2,Latitude,Longitude,School Type
4643,Peranbin Primary College-Baddaginnie Campus,204021064,-36.59246,145.863443,Primary
4644,Barwon Valley School,203021037,-38.178775,144.32804,Combined
4645,Pentland Primary School,213041353,-37.65585526,144.42318342,Primary
4646,Pakenham Hills Primary School,212011291,-38.06091151,145.49599366,Primary
4647,Courtenay Gardens Primary School,212031302,-38.08098992,145.28345462,Primary
4648,Somerville Rise Primary School,214021385,-38.230027,145.167752,Primary
4649,Derrinallum P-12 College,217031474,-37.939591,143.216741,Combined
4650,Mortlake P-12 College,217041477,-38.086366,142.80955,Combined
4651,Branxholme-Wallacedale Community School,217011423,-37.856354,141.798722,Primary
4652,Mount Duneed Regional Primary School,203021041,-38.24127349,144.31972105,Primary
4653,Grasmere Primary School,217041477,-38.285986,142.522877,Primary
4654,Narrawong District Primary School,217011420,-38.252682,141.716577,Primary
4655,Canadian Lead Primary School,201011004,-37.572968,143.875909,Primary
4656,Caledonian Primary School,201011003,-37.55541574,143.89423704,Primary
4657,Tempy Primary School,215011394,-35.343952,142.427082,Primary
4658,Rawson Primary School,205011077,-37.959117,146.398971,Primary
4659,Bundalaguah Primary School,205051101,-38.023502,147.012102,Primary
4660,Lardner and District Primary School,205011079,-38.204637,145.880347,Primary
4661,Nambrok Denison Primary School,205051102,-38.053991,146.874813,Primary
4662,Welshpool and District Primary School,205031087,-38.665517,146.431109,Primary
4663,Whitfield District Primary School,204021067,-36.765583,146.412059,Primary
4664,Greta Valley Primary School,204021067,-36.61755971,146.2363131,Primary
4665,Everton Primary School,204021067,-36.435318,146.544535,Primary
4666,Waaia Yalca South Primary School,216021413,-36.05147,145.328624,Primary
4667,Nangiloc Colignan and District Primary School,215021398,-34.47356019,142.3577895,Primary
4668,Tyrrell College,215031400,-35.509276,142.853519,Combined
4669,Harcourt Valley Primary School,202021028,-37.002974,144.257234,Primary
4670,Beverford District Primary School,215031405,-35.232485,143.478909,Primary
4671,Niddrie Primary School,210011226,-37.7308455,144.878433,Primary
4672,Toolern Vale and District Primary School,213041356,-37.60671031,144.59454867,Primary
4673,Parkhill Primary School,212051319,-37.86290337,145.10660336,Primary
4674,Kananook Primary School,214011375,-38.125255,145.133088,Primary
4675,Roberts McCubbin Primary School,207031163,-37.834526,145.125753,Primary
4676,Meeniyan Primary School,205031087,-38.5793389,146.01518373,Primary
4677,Bayles Regional Primary School,212011290,-38.176742,145.565586,Primary
4678,Le Page Primary School,208031188,-37.95926069,145.06814285,Primary
4679,Powlett River Primary School,205031093,-38.56035,145.546196,Primary
4680,Glen Waverley Primary School,212051321,-37.874691,145.167798,Primary
4681,Carrington Primary School,211011254,-37.89203354,145.24696901,Primary
4682,Albany Rise Primary School,212051325,-37.92842891142598,145.1725545079346,Primary
4683,Amsleigh Park Primary School,212051326,-37.900154,145.108115,Primary
4684,Knox Central Primary School,211011446,-37.86088517,145.25430527,Primary
4685,Mount Waverley North Primary School,212051323,-37.86803649,145.14186052,Primary
4686,Rangeview Primary School,211041270,-37.82956277,145.20622576,Primary
4687,Edenhope College,215011393,-37.03342876,141.29856271,Combined
4688,Murrayville Community College,215021398,-35.26557452,141.17733647,Combined
4689,Hawkesdale P12 College,217041478,-38.106976,142.319173,Combined
4690,Carwatha College P-12,212041316,-37.94245361,145.1891273,Combined
4691,Glen Waverley South Primary School,212051321,-37.8967,145.166,Primary
4692,Streeton Primary School,209011203,-37.72150321,145.10134913,Primary
4693,Woorinen District Primary School,215031405,-35.29040896,143.45374042,Primary
4694,Woady Yaloak Primary School,201031015,-37.64352309,143.68429733,Primary
4695,Woady Yaloak Primary School-Snake Valley Campus,201031014,-37.614562,143.587151,Primary
4696,Woady Yaloak Primary School-Scarsdale Campus,201031015,-37.68160884,143.65573648,Primary
4697,Woady Yaloak Primary School-Ross Creek Campus,201011007,-37.63278014,143.75634663,Primary
4698,Millwarra Primary School,211051286,-37.75278559,145.65185577,Primary
4699,Millwarra Primary School-Warburton East Campus,211051286,-37.74220175,145.73587297,Primary
4700,Gormandale And District Primary School,205051102,-38.294177,146.703208,Primary
4701,Roxburgh Homestead Primary School,210051249,-37.631647,144.916991,Primary
4702,Newcomb Primary School,203021045,-38.16519524,144.39452771,Primary
4703,Dinjerra Primary School,213031347,-37.79178498,144.85629353,Primary
4704,Belle Vue Park Primary School,210031438,-37.70120506,144.94362835,Primary
4705,Doncaster Gardens Primary School,207021425,-37.78160872,145.14750531,Primary
4706,Nyah District Primary School,215031405,-35.186082,143.343189,Primary
4707,Strathaird Primary School,212031458,-38.062566,145.286094,Primary
4708,Marnebek School Cranbourne,212031301,-38.11020493,145.2964999,Combined
4709,Great Ryrie Primary School,211031267,-37.823797,145.237626,Primary
4710,Timbarra P-9 College,212021293,-38.01557462,145.32262756,Combined
4711,Parkwood Green Primary School,213041355,-37.699206,144.74446,Primary
4712,Hillsmeade Primary School,212031457,-38.06499,145.307482,Primary
4713,Brookside P-9 College,213041463,-37.74631405,144.73716697,Combined
4714,Creekside K-9 College,213041463,-37.7341,144.737,Combined
4715,Springside Primary School,213041463,-37.7466,144.736,Primary
4716,Roxburgh Park Primary School,210051249,-37.634331,144.931292,Primary
4717,Carranballac P-9 College,213051465,-37.885238,144.74309,Combined
4718,Carranballac P-9 College-Jamieson Way Campus,213051465,-37.895154,144.745602,Combined
4719,Benton Junior College,214021380,-38.245946,145.061114,Primary
4720,Caulfield Primary School,208021178,-37.888054,145.02003075,Primary
4721,East Gippsland Specialist School,205021081,-37.828711,147.598997,Combined
4722,Roxburgh Rise Primary School,210051249,-37.616552,144.92325,Primary
4723,Lynbrook Primary School,212031306,-38.051974,145.248784,Primary
4724,South Gippsland Specialist School,205031090,-38.47819065,145.95728943,Combined
4725,Laurimar Primary School,209041430,-37.58609429,145.1264607,Primary
4726,Berwick Chase Primary School,212021294,-38.067433,145.346961,Primary
4727,Pakenham Lakeside Primary School,212011292,-38.06800361,145.43939567,Primary
4728,Pakenham Springs Primary School,212011292,-38.084468,145.47038,Primary
4729,Taylors Hill Primary School,213041360,-37.71669468,144.75990181,Primary
4730,Cranbourne Carlisle Primary School,212031300,-38.08707681,145.28920386,Primary
4731,Derrimut Primary School,213011330,-37.7898,144.765,Primary
4732,Epping Views Primary School,209041433,-37.6287027,145.02473071,Primary
4733,Yuille Park P-8 Community College,201011008,-37.52778453,143.82008822,Combined
4734,Reservoir Views Primary School,209021207,-37.705418,145.022133,Primary
4735,Whitehorse Primary School,207031161,-37.8075,145.167,Primary
4736,Golden Square Primary School,202011022,-36.77060344,144.25730276,Primary
4737,Lalor Gardens Primary School,209041219,-37.66369312,145.00134923,Primary
4738,Chandler Park Primary School,212041314,-37.9921,145.18,Primary
4739,Keysborough Primary School,212041318,-37.983,145.154,Primary
4740,Lyndale Greens Primary School,212041312,-37.965029,145.205529,Primary
4741,Athol Road Primary School,212041318,-37.970314,145.150551,Primary
4742,Springvale Rise Primary School,212041317,-37.93923245,145.15882042,Primary
4743,Springvale Rise Primary School-Springvale Road Campus,212041317,-37.9519436,145.15269135,Primary
4744,Spring Parks Primary School,212041317,-37.95875268,145.1396062,Primary
4745,Spring Parks Primary School-Valley Campus,212041318,-37.96354034,145.13896676,Primary
4746,Keilor Views Primary School,213011332,-37.71795643,144.80885531,Primary
4747,William Ruthven Primary School,209021208,-37.69666885,145.00278161,Primary
4748,Alvie Primary School,217031473,-38.241899,143.50332,Primary
4749,Apollo Bay P-12 College,217031476,-38.753524,143.660507,Combined
4750,Boisdale Consolidated School,205051101,-37.87959,146.979469,Primary
4751,Cobram Primary School,216021411,-35.925108,145.651099,Primary
4752,Cohuna Consolidated School,215031401,-35.806317,144.213425,Primary
4753,Collingwood College,206071141,-37.802985,144.990497,Combined
4754,Dunkeld Consolidated School,217011423,-37.638984,142.340366,Primary
4755,Dunkeld Consolidated School Glenthompson Primary School,217011423,-37.637179,142.550068,Primary
4756,East Loddon P-12 College,202031033,-36.372222,144.141446,Combined
4757,Foster Primary School,205031087,-38.657341,146.201995,Primary
4758,Goroke P-12 College,215011393,-36.71571458,141.48337571,Combined
4759,Heywood Consolidated School,217011420,-38.127523,141.612925,Primary
4760,Kiewa Valley Primary School,204031075,-36.251053,147.038773,Primary
4761,Lavers Hill K-12 College,217031476,-38.681844,143.383051,Combined
4762,Lockington Consolidated School,216011408,-36.265769,144.536638,Primary
4763,Manangatang P-12 College,215031405,-35.056234,142.884879,Combined
4764,Terang College,217031474,-38.246282,142.921395,Combined
4765,Terang College-P-4 Campus,217031474,-38.24324733,142.90786665,Combined
4766,Merino Consolidated School,217011420,-37.70636625,141.5483064,Primary
4767,Rushworth P-12 College,216011410,-36.583317,145.014399,Combined
4768,Macleod College,209011203,-37.724746,145.072218,Combined
4769,Pakenham Consolidated School,212011292,-38.06540915,145.46456544,Primary
4770,Poowong Consolidated School,205031089,-38.342481,145.769703,Primary
4771,Port Fairy Consolidated School,217041478,-38.386616,142.228225,Primary
4772,Red Hill Consolidated School,214021378,-38.366451,144.99657,Primary
4773,Sherbrooke Community School,211051282,-37.868244,145.349444,Combined
4774,Tongala Primary School,216011407,-36.252149,144.956517,Primary
4775,Werrimull P-12 School,215021398,-34.390411,141.593839,Combined
4776,Camperdown College,217031471,-38.239731,143.145435,Combined
4777,Camperdown College-Brooke Street,217031471,-38.235056,143.142358,Combined
4778,Timboon P-12 School,217031475,-38.48365065,142.97548307,Combined
4779,Virtual School Victoria,206021112,-37.76204,145.025701,Combined
4780,Wedderburn College,202031033,-36.416952,143.61714,Combined
4781,Mount Erin Secondary College,214011373,-38.173964,145.146081,Secondary
4782,Box Hill Senior Secondary College,207031164,-37.809243,145.111907,Secondary
4783,Cobden Technical School,217031475,-38.32403633,143.06360586,Secondary
4784,Lyndhurst Secondary College,212031302,-38.075011,145.271218,Secondary
4785,Daylesford Secondary College,201021011,-37.33466597,144.15185097,Secondary
4786,Dromana Secondary College,214021377,-38.342636,145.013582,Secondary
4787,Grovedale College,203021041,-38.2110078,144.32715137,Secondary
4788,Irymple Secondary College,215021395,-34.23232674,142.16470312,Secondary
4789,Crusoe 7-10 Secondary College,202011022,-36.79075,144.234183,Secondary
4790,Peter Lalor Secondary College,209041219,-37.66690584,145.01315591,Secondary
4791,Lilydale Heights College,211051278,-37.7458221,145.34140676,Secondary
4792,Staughton College,213041357,-37.708271,144.567745,Secondary
4793,Chaffey Secondary College,215021469,-34.19573,142.147985,Secondary
4794,Bentleigh Secondary College,208021427,-37.92767095,145.05991138,Secondary
4795,Mount Clear College,201011004,-37.60741829,143.8767265,Secondary
4796,Rosehill Secondary College,210011230,-37.7473,144.886,Secondary
4797,Northern College of the Arts and Technology,209021428,-37.740069,145.025372,Secondary
4798,Victorian College Of The Arts Secondary School,206041126,-37.828229,144.964767,Secondary
4799,Brauer Secondary College,217041479,-38.358714,142.458924,Secondary
4800,Wyndham Central Secondary College,213051467,-37.88866554,144.65307732,Secondary
4801,Weeroona College Bendigo,202011025,-36.73893,144.29798,Secondary
4802,Whittlesea Secondary College,209041225,-37.5150463,145.12017505,Secondary
4803,Alexandra Secondary College,204011054,-37.19449,145.701477,Secondary
4804,Ballarat High School,201011002,-37.554234,143.817713,Secondary
4805,Balwyn High School,207011148,-37.79785922,145.07677235,Secondary
4806,Bayswater Secondary College,211011251,-37.83903,145.261998,Secondary
4807,Beaufort Secondary College,201031014,-37.43831986,143.38254684,Secondary
4808,Beechworth Secondary College,204031068,-36.3471944894634,146.69064223671,Secondary
4809,Belmont High School,203021037,-38.17555773,144.33058747,Secondary
4810,Berwick Secondary College,212021293,-38.031068,145.364182,Secondary
4811,Blackburn High School,207031161,-37.81037,145.149893,Secondary
4812,Box Hill High School,207031163,-37.82009053,145.13753866,Secondary
4813,Braybrook College,213031347,-37.777975,144.847568,Secondary
4814,Brentwood Secondary College,212051321,-37.89950842,145.16634324,Secondary
4815,Brighton Secondary College,208011170,-37.920156,145.019119,Secondary
4816,Broadford Secondary College,204011056,-37.204375,145.040033,Secondary
4817,Buckley Park College,206031114,-37.747117,144.897755,Secondary
4818,Camberwell High School,207011149,-37.830441,145.073035,Secondary
4819,Canterbury Girls Secondary College,207011155,-37.819878,145.070325,Secondary
4820,Casterton Secondary College,217011420,-37.588796,141.387493,Secondary
4821,Cheltenham Secondary College,208031188,-37.953335,145.068585,Secondary
4822,Cobram Secondary College,216021411,-35.913605,145.654121,Secondary
4823,Cohuna Secondary College,215031401,-35.813503,144.226425,Secondary
4824,Cranbourne Secondary College,212031300,-38.108126,145.286641,Secondary
4825,Croydon Community School,211031450,-37.798422,145.278928,Secondary
4826,Mount Alexander 7-12 College,206031115,-37.782458,144.933057,Secondary
4827,Dimboola Memorial Secondary College,215011390,-36.449839,142.034409,Secondary
4828,East Doncaster Secondary College,207021425,-37.782173,145.158872,Secondary
4829,Donald High School,215031400,-36.370594,142.977163,Secondary
4830,Doncaster Secondary College,207021157,-37.784581,145.138053,Secondary
